NUM,PINYIN,EXPECTED (GROUND TRUTH),QWERTY_model-016-23447,NINE_model-014-21074,SWIFTKEY_QWERTY,SWIFTKEY_NINE,FULL_SCORE,QWERTY_model-016-23447 SCORE,NINE_model-014-21074 SCORE,SWIFTKEY_QWERTY SCORE,SWIFTKEY_NINE SCORE
140,congshenmeshihoukaishide？,从什么时候开始的？,从什么时候开始的？,从什么时候开始的？,从什么时候开始的？,从什么时候开始的？,9,9,9,9,9
141,kaoshijieguoshenmeshihouchulai？,考试结果什么时候出来？,考试结过什么时候出来？,考师结过什么时候出来？,考试结果什么时候出来？,考试结果什么时候出来？,11,10,9,11,11
142,zuijinkanleshenmeyouqudedianyingma？,最近看了什么有趣的电影吗？,最近看了什么有趣的电影吗？,最近看了什么又趣的电影吗？,最近看了什么有趣的电影吗？,最近看了什么有趣的电影吗？,13,13,12,13,13
143,ninxiangdaishenmejiudaishenme。,您想带什么就带什么。,您想带什么就带什么。,您想带什么就带什么。,您想带什么就带什么。,您想带什么就带什么。,10,10,10,10,10
144,qingshuoyixianindebingqing。,请说一下您的病情。,请说一下您的病情。,请说一下您的病情。,请说一下您的病情。,请说一下您的病情。,9,9,9,9,9
145,xianzaiyifenqianyemeiyou。,现在一分钱也没有。,现在一分钱也没有。,现在一分钱也没有。,现在一分钱也没有。,现在一分钱也没有。,9,9,9,9,9
146,xianzaiwomenbuyaozaikaiwanxiao，shuozhengjingdeba。,现在我们不要再开玩笑，说正经的吧。,现在我们不要再开玩笑，说正静的吧。,现在我们不要再开玩笑，说正经的吧。,现在我们不要在开玩笑，说正经的吧。,现在我们不要在开玩笑，说正经的吧。,17,16,17,16,16
147,qingguaduandianhuabingdengdai。,请挂断电话并等待。,请挂断电话兵等待。,清华断电话冰等待。,请寡断电话并等待。,请寡断电话并等待。,9,8,6,8,8
148,xianzaiwaimiantianqizenmeyang？,现在外面天气怎么样？,现在外面天气怎么样？,现在外面天气怎么样？,现在外面天气怎么样？,现在外面天气怎么样？,10,10,10,10,10
149,haiziwanshangshuibuzhaojiao。,孩子晚上睡不着觉。,孩子晚上睡不着脚。,孩子要上睡不鲜见。,孩子晚上睡不着觉。,孩子晚上睡不小脚。,9,8,6,9,7
150,niyuanyihewojiehunma？,你愿意和我结婚吗？,你愿意和我结婚吗？,你愿意和我结婚吗？,你愿意和我结婚吗？,你愿意和我结婚吗？,9,9,9,9,9
151,qingwen，quditiezhanzouzhetiaoluxingma？,请问，去地铁站走这条路行吗？,请问，去底铁站走这条路行吗？,请问，却谷和着有些条旅行吗？,请问，去地铁站走这条路行吗？,请问，去地铁站有些天举行吗？,14,13,7,14,10
152,keyibayibeifangxialaima？,可以把椅背放下来吗？,可以把一杯放下来吗？,可惜把西北放下来吗？,可以把一北方下来吗？,可以把西北方下来吗？,10,8,7,7,7
153,laibujile，qingkaikuaidian。,来不及了，请开快点。,来不及了，请开快点。,开不及了，请来快点。,来不及了，请开快点。,来不及了，青睐快点。,10,10,8,10,8
154,dangranshiwomenduihuiyingle。,当然是我们队会赢了。,当然是我们对回应了。,当然是我们对会赢了。,当然是我们对回应了。,当然是我们对回应了。,10,7,9,7,7
155,wohaoxiangchilehuaidedongxi。,我好像吃了坏的东西。,我好想吃了坏的东西。,我好想吃了怪的东西。,我好像吃了坏蛋饿东西。,我好像吃了胡扯分逆袭。,10,9,8,8,5
156,zhegechanpindeyingyangchengfenbiaoshizainar？,这个产品的营养成分标示在哪儿？,这个产品的营养成分表示在那？,这个产品的营养成分表示在哪瑟,这个产品的营养成分表示在哪儿？,这个产品的营养成分表示在哪儿？,15,12,12,14,14
157,qingbanagebufenzaijiangyibian。,请把那个部分再讲一遍。,请把那个部分再讲一遍。,请报车个部分在讲资产。,请把那个部分在讲一边。,请把那个部分在两资产。,11,11,6,9,7
158,qingbachetingkaozaijiayoujiqianmian。,请把车停靠在加油机前面。,请把车停靠在加油几前面。,请把车对米兰外加油几千年。,请把车停靠在加油机前面。,请把车停靠在家有几千年。,12,11,5,12,7
159,ninyaoqingwolai，wohaideixiexieninne。,您邀请我来，我还得谢谢您呢。,您要请我来，我害为谢谢您。,您要请我来，我该费底这些您额。,您邀请我来，我还得谢谢您呢。,您要平卧来，我还得谢谢您呢。,14,10,7,14,11
160,dayingwojiunizijizhidao。,答应我就你自己知道。,答应我就你自己知道。,答应我就你自己知道。,答应我就你自己知道。,大硬卧就你自己知道。,10,10,10,10,7
161,congzuotianchilewufanyihou。,从昨天吃了午饭以后。,从昨天吃了五翻以后。,从昨天吃了学到以后。,从昨天吃了午饭以后。,从昨天吃了遇到以后。,10,8,8,10,8
162,zheshiwodegerenwupin。,这是我的个人物品。,这是我的个人物品。,这是我的个人物品。,这是我的个人物品。,这是我的个人物品。,9,9,9,9,9
163,zhegecaibushiwomendiande。,这个菜不是我们点的。,这个才不是我们店的。,这个财不是我们点的。,这个才不是我们店的。,这个才不是我们店的。,10,8,9,8,8
164,chupaiyihoubunengxiazhu。,出牌以后不能下注。,出牌以后不能下住。,出牌以后不能吓住。,出牌以后不能下注。,初赛以后不能下注。,9,8,7,9,7
165,wozuile，qingbuyaozaigeiwodaojiule。,我醉了，请不要再给我倒酒了。,我醉了，请不要再给我倒久了。,我醉了，请不要再给我倒久了。,我最了，请不要再给我倒酒了。,我最了，请不要再给我倒流了。,14,13,13,13,12
166,qingnibawanjushoushiqilai。,请你把玩具收拾起来。,请你把玩具收拾起来。,请你把玩具手拾起来。,请你把玩具收拾起来。,请你把玩具收拾起来。,10,10,9,10,10
167,xiansheng，qingfangxiaxiaozhuoban。,先生，请放下小桌板。,先生，请放下小桌伴。,先生，青放下着准伴。,先生，请放下小桌半。,先生，请放下找准半。,10,9,6,9,7
168,nabiandekerenchideshishenmecai？,那边的客人吃的是什么菜？,那边得客人吃的是什么彩？,那边得了人吃的是什么财？,那边的客人吃的是什么才？,那边的客人吃的是什么才？,12,10,9,11,11
169,jintiandetejiashangpinshishenme？,今天的特价商品是什么？,今天的特加商品是什么？,今天的特加强品是什么？,今天的特价商品是什么？,今天的特价商品是什么？,11,10,9,11,11
170,wozhegexueqidexuefenshiduoshao？,我这个学期的学分是多少？,我这个学期的学分是多少？,我这个学期的学份是多少？,我这个学期的学分是多少？,我这个学期的月份是多少？,12,12,11,12,10
171,zheciyoulanxuyaorubaoxianma？,这次游览需要入保险吗？,这次游览需要入报险吗？,这次有览需要去保险吗？,这次游览需要如保险吗？,这次又老需要去保险吗？,11,10,9,10,8
172,shia，gangzhuangxiuwanmeiduojiu。,是啊，刚装修完没多久。,是啊，港装修完美多久。,是啊，港装主要没多久。,是啊，刚装修完没多久。,是啊，刚装修完没多久。,11,9,8,11,11
173,youshenmebugaoxingdeshirma？,有什么不高兴的事儿吗？,有什么不高兴的是让吗？,有什么不高兴的是吗？,有什么不高兴的事儿吗？,有什么不高兴的事儿吗？,11,9,9,11,11
174,jiubeikongle，yaobuyaozailaiyibei？,酒杯空了，要不要再来一杯？,就被空了，要不要再来一杯？,刘被空了，要不要再开自杯？,就被控了，要不要再来一杯？,就被控了，要不要再来西北？,13,11,9,10,8
175,jieguoshenmeshihoukeyizhidao？,结果什么时候可以知道？,结果什么时候可以知道？,结果什么时候可以知道？,结果什么时候可以知道？,结婚什么时候可以知道？,11,11,11,11,10
176,henhao，wofeichangmanyi。,很好，我非常满意。,很好，我非常满意。,很好，我非常满意。,很好，我非常满意。,很好，我非常满意。,9,9,9,9,9
177,buzhidaozhegeshihounengbunengdadaoche。,不知道这个时候能不能打到车。,不知道这个时候能不能打到车。,不知道这个时候能不能达到车。,不知道这个时候能不能达到车。,不知道这个时候能不能达到别。,14,14,13,13,12
178,shangbanxuyaoduochangshijian？,上班需要多长时间？,上班需要多长时间？,上班需要多长时间？,上班需要多长时间？,上班需要多长时间？,9,9,9,9,9
179,nagebisaijieguozenmeyangle？,那个比赛结果怎么样了？,哪个比赛结果怎么样了？,哪个比赛结果怎么样了？,那个比赛结果怎么样了？,那个比赛结果怎么样了？,11,10,10,11,11
180,ninnengjiewowubaikuaiqianma？,您能借我五百块钱吗？,您能接我五百块钱吗？,您能接我五百块钱吗？,您能借我五百块钱吗？,您能借我五百块钱吗？,10,9,9,10,10
181,qinghuanyigekaochuangdeweizi。,请换一个靠窗的位子。,请还一个考床的位字。,请管系个老床的唯一。,请换一个靠窗的位子。,请关系和靠窗的唯一。,10,6,4,10,5
182,wozaiyebuzhemezuole。,我再也不这么做了。,我再也不这么做了。,我再也不这么做了。,我再也不这么做了。,我再也不这么做了。,9,9,9,9,9
183,qinggeiwozaixiaoyidiande。,请给我再小一点的。,请给我在校一点的。,请给我在着一点的。,请给我在小一点的。,请给我在小一点的。,9,7,7,8,8
184,zhegejuliyongbuliaozhemeduoqianba。,这个距离用不了这么多钱吧。,这个距利用不料这么多钱吧。,这个距利用不见这么多钱吧。,这个距离用不了这么多钱吧。,这个句利用不见这么多钱吧。,13,11,11,13,10
185,zherlishizhengfuguangchangyouduoyuan？,这儿离市政府广场有多远？,这而历史政府广场有多远？,希二利时政府广场有多远？,这儿历史政府广场有多元？,这儿历史政府广场有多元？,12,9,8,9,9
186,zherfujinyouyiyuanma？,这儿附近有医院吗？,这尔夫近有医院吗？,希尔都仅有医院吗？,这儿附近有医院吗？,这儿附近有医院哪？,9,7,5,9,8
187,shia，yijingguoleshuijiaodeshijianle。,是啊，已经过了睡觉的时间了。,是啊，已经过了谁教的实间了。,是啊，已经过了谁检的时间了。,是啊，已经过了睡觉的时间了。,是啊，已经过了睡觉的时间了。,14,11,12,14,14
188,xuyaoshenmejiugenwoshuo，wodaiguoqu。,需要什么就跟我说，我带过去。,需要什么就跟我说，我带过去。,需要什么就跟我说，我呆过去。,需要什么就跟我说，我带过去。,需要什么就跟我说，我带过去。,14,14,13,14,14
189,ruzhushouxuzainarbanli？,入住手续在哪儿办理？,入祝手续在那里？,如住手续在马萨波利？,入住手续在哪儿办理？,去助手物外哪怕玻璃？,10,5,5,10,3
190,haode，nengbangwomaidianbaomihuama？,好的，能帮我买点爆米花吗？,好的，能帮我买点保密化吗？,好的，能帮我那保密化吗？,好的，能帮我买点爆米花吗？,好的，能帮我买点爆米花吗？,13,10,8,13,13
191,zhegejiagehanshuihefuwufeima？,这个价格含税和服务费吗？,这个价格汗水和服务费吗？,这个价格高水和幅务吗？,这个价格汗水和服务费吗？,这个价格汗水和服务费吗？,12,10,8,10,10
192,shide，youlianggexingli。,是的，有两个行李。,是的，有两个行李。,是的，有两个盈利。,使得，有两个行李。,使得，有两个行李。,9,9,7,7,7
193,nindeenqing，woyongyuanbuhuiwangjide。,您的恩情，我永远不会忘记的。,您的恩情，我永远不会忘记的。,您的恩情，我永远不会忘记的。,您的恩情，我永远不会忘记的。,您的恩情，我永远不会忘记的。,14,14,14,14,14
194,chiliangdeyajiuhuifasuan。,吃凉的牙就会发酸。,吃亮的呀就会发酸。,吃量的压救会打算。,吃凉的呀就会发酸。,吃讲的呀就回答全。,9,7,4,8,4
195,woxianggaiqianyixiajipiao。,我想改签一下机票。,我想改迁一下机票。,我想改善一下技巧。,我想改签一下机票。,我想改善一下技巧。,9,8,6,9,6
196,zhongguozuichangdegongxiurishishenmeshihou？,中国最长的公休日是什么时候？,中国最长的公休日是什么时候？,中国最长的公主日是什么时候？,中国最长的公休日式什么时候？,中国最长的公主其实什么时候？,14,14,13,13,11
197,hunlishenmeshihoujuxing？,婚礼什么时候举行？,婚礼什么时候巨行？,国际什么时候举行？,婚礼什么时候举行？,国际什么时候举行？,9,8,7,9,7
198,jintianwanshangyaobuyaoyiqiquduchang？,今天晚上要不要一起去赌场？,今天晚上要不要一起去都场？,今天晚上要不要一起去赌长？,今天晚上要不要一起去赌场？,今天晚上要不要一起去赌场？,13,12,12,13,13
199,buzhidaonengbunengwancheng。,不知道能不能完成。,不知道能不能完成。,不知道能不能完成。,不知道能不能完成。,不知道能不能完成。,9,9,9,9,9
200,natianhaone，jintianxingqiji？,哪天好呢，今天星期几？,那天好，今天行奇迹？,那天干么，今天行奇迹？,那天好呢，今天星期几？,那天好呢，今天星期几？,11,6,5,10,10
201,qinghuidaonindezuoweiqu。,请回到您的座位去。,请回到您的作为屈。,请回到您的作味区。,请回到您的座位去。,请回到您的韵味去。,9,6,6,9,7
202,zuotianwoyoudianshilile。,昨天我有点失礼了。,昨天我有点失力了。,昨天我有点视机了。,昨天我有电视里了。,昨天我有点事即可。,9,8,7,6,6
203,zheshiwojiadedianhuahaoma。,这是我家的电话号码。,这是我家的电话号码。,这是我家的电话号码。,这是我家的电话号码。,这是我家的电话号码。,10,10,10,10,10
204,you，zhelidexishoujiandoushimianfeide。,有，这里的洗手间都是免费的。,有，这里的吸手间斗是免费的。,走，这里的一手间斗士免费的。,有，这里的洗手间都是免费的。,有，这里的洗手间都是免费的。,14,12,10,14,14
205,tuonindefu，chidehenhao。,托您的福，吃得很好。,托您的夫，吃得很好。,脱敏的夫，吃得很好。,托尼你的福，吃得很好。,托尼呢额度，吃得很好。,10,9,7,8,6
206,xianzai，qingtanzhengtiba。,现在，请谈正题吧。,现在，请潭整题吧。,现在，请坦真体吧。,现在，请谈整体吧。,现在，请套正提拔。,9,7,6,7,6
207,woyaodaoche，qingbangwokankanhoumian。,我要倒车，请帮我看看后面。,我要到车，请帮我看看后面。,我要到车，请帮我看看后面。,我要倒车，请帮我看看后面。,我要单车，请帮我看看后面。,13,12,12,13,12
